,,P,lemma,v2 Scene Role,v2 Prep Function,
ewtb.r.225861.4:10,@ablodgett,in,,Location,,Okay our room was at times noisy but we were |in| a mega busy city at an extremely busy time of year .
ewtb.r.227515.3:5,@ablodgett,in,,Duration,,"I have had several dentists |in| my life , but Dr. Deters is by far my favorite ."
ewtb.r.228731.1:16,@ablodgett,in,,Location,,"prepared the road test with a driving ... prepared the road test with a driving school |in| edmonton , but my instructor only trained me in a narrow street , hence I took one 90 minute lesson from the Noble driving school to learn the skill of changing lane , and found them very friendly and professional ."
ewtb.r.228731.1:25,@ablodgett,in,,Location,,"prepared the road test with a driving ... prepared the road test with a driving school in edmonton , but my instructor only trained me |in| a narrow street , hence I took one 90 minute lesson from the Noble driving school to learn the skill of changing lane , and found them very friendly and professional ."
ewtb.r.229480.2:6,@ablodgett,in,,Location,,I have had my back fused |in| 2 places .
ewtb.r.235462.2:4,@ablodgett,in,,Location,,"Absolutely my favorite store |in| Lawrence , KS"
ewtb.r.235576.7:12,@ablodgett,in,,Locus,,"If you 've been to North County , chances are it 's |in| your favorites list already ."
ewtb.r.236648.2:1,@ablodgett,in,,Direction,,Walked |in| and was out ta there in 10 mins with a really good deal i thought i was going to be paying a lot because i had a DUI but with my DUI and Sr - 22 they were able to get me the best deal out there .
ewtb.r.236648.2:7,@ablodgett,in,,Duration,,Walked in and was out ta there |in| 10 mins with a really good deal i thought i was going to be paying a lot because i had a DUI but with my DUI and Sr - 22 they were able to get me the best deal out there .
ewtb.r.243799.2:1,@ablodgett,in,,Location,,went |in| there and got my dog groomed came home to an uneven dog then took him back to get evened up what a mistake !
ewtb.r.247097.14:9,@ablodgett,in,,Time,,Now I feel more confident wearing my bathing suit |in| the summer .
ewtb.r.249123.3:2,@ablodgett,in,,Location,,Another person |in| the store stood there with an item and repeatedly tried to get a sales person s attention .
ewtb.r.251475.3:0,@ablodgett,In,,Manner,,"|In| a few words ... I 'm pleasantly surprised that you can still find "" old school "" service out there where company care more about good name and customers than their pockets ..."
ewtb.r.251755.2:13,@ablodgett,in,,Time,,Susanna is the best dress maker / tailor I 've ever come across |in| my whole life !
ewtb.r.260640.7:16,@ablodgett,in,,State,,"Whether they pay me or not , if their parents get into an accident , stuck |in| traffic , etc. THE LAST THING I WOULD DO IS LET A CHILD GET RAPED BECAUSE I WAS N'T PAID ."
ewtb.r.263630.3:7,@ablodgett,in,,Time,,My boyfriend and I were woken up |in| the middle of the night at our campsite by drunken kids who 'd arrived around 1:00 am and were drinking at the springs .
ewtb.r.263630.6:24,@ablodgett,in,,Time,,"Not only that , but he told us , via his manager , that it was our responsibility to get up a second time |in| the middle of the night and call the night staff if the problem continued , even though his manager did nothing the first time to stop the kids ."
ewtb.r.269560.1:25,@ablodgett,in,,Location,,Was there this past weekend and the guy behind the counter yelled at me and my son because we believed he left the grandma slice |in| the oven a little too long and the cheese got all dried out and the slice tasted more like a cracker .
ewtb.r.270502.3:19,@ablodgett,in,,State,,"They interviewed me , gave me tests in the software I included on my resume , and placed me |in| a position that I kept for several years ."
ewtb.r.270502.3:7,@ablodgett,in,,Attribute,,"They interviewed me , gave me tests |in| the software I included on my resume , and placed me in a position that I kept for several years ."
ewtb.r.278775.8:33,@ablodgett,in,,Attribute,,"Well we have been working with Ulistic for 1.5 months , and have 100 people following our site on Facebook , and our web site , www.designofashion.com has seen a 3 fold increase |in| traffic , which is significantly beating our expectations - SEO is a process that takes time and to get results this quickly is exceptional ."
ewtb.r.280340.1:17,@ablodgett,in,,Location,,My girlfriend and I took a chance on this place because we did n't want to wait |in| line at Outback .
ewtb.r.280663.9:20,@ablodgett,in,,Time,,"I am a music junkie that grew up in the 80's , and my dad worked for a record label |in| the 1960's ."
ewtb.r.280663.9:8,@ablodgett,in,,Time,,"I am a music junkie that grew up |in| the 80's , and my dad worked for a record label in the 1960's ."
ewtb.r.283041.2:20,@ablodgett,in,,Location,,"It was my birthday and I had a last minute idea to have a bakery cake instead of one pre-made |in| a convenience store , but the problem was it was the day before Valentine s and when many bakeries turned me down for a plain vanilla rectangle cake , Fiona stepped up to the plate and was able to make a fantastic beautiful cake ."
ewtb.r.285133.1:3,@ablodgett,in,,Location,,Hair By Nivine |in| eastgardens fixed my hair after i had my hair cut and colored at another salon i felt more confident and the girls are fantastic and i ve been going there now for 2 years always happy and they care about my hair had my hair done for my wedding it looked fabolous !
ewtb.r.290594.3:23,@ablodgett,in,,Direction,,"I 'd probably be more inclined to board my two dogs here , seeing that they do n't just take every dog coming |in| ."
ewtb.r.291046.2:13,@ablodgett,in,,Time,,"This is the original Ham 's restaurant , expanded into a regional chain |in| the late 80's -- but this one is no more ."
ewtb.r.295288.7:7,@ablodgett,in,,Theme,,"So yes , I would n't hesitate |in| recommending the team at Just Autos for easy professional car repairs , Thank you Just Autos for your help ."
ewtb.r.308088.3:13,@ablodgett,in,,Time,,"I MAKE MONEY NOT DEAL WITH BROKERS "" Wow , can you believe |in| today s tough times this dealership would be looking for any way to move vehicles ."
ewtb.r.314974.1:2,@ablodgett,in,,Location,,My Favorite |in| McLean
ewtb.r.314974.4:13,@ablodgett,in,,Location,,"If you can not park in the lot , then you can park |in| the shopping center 's garage , and walk up to Endo Sushi ."
ewtb.r.314974.4:5,@ablodgett,in,,Location,,"If you can not park |in| the lot , then you can park in the shopping center 's garage , and walk up to Endo Sushi ."
ewtb.r.317846.2:11,@ablodgett,in,,Location,,I used to go here almost every day since I work |in| the neighbourhood and loved their turkey and meatball sandwiches .
ewtb.r.317846.4:20,@ablodgett,in,,DeicticTime,,"Best of all , the staff is quick on their feet and even with long lines , usually serve you |in| 5 minutes or less ."
ewtb.r.319816.14:27,@ablodgett,in,,Time,,"He said it was the same tire , and verified this , after checking both the actual tire on my car and my service papers from earlier |in| the week ."
ewtb.r.319816.21:26,@ablodgett,in,,Location,,"A few minutes after I left , I was called and informed that "" I "" left my wheel lock ( which they should have left |in| the car ) ."
ewtb.r.319816.2:5,@ablodgett,in,,Time,,"After happily visiting Sear's Automotives |in| the past , I was shocked at the horrible service received at their Greensboro location ."
ewtb.r.319816.4:5,@ablodgett,in,,Location,,"I waited about 20 minutes |in| the store part before anyone was able to assist me and was then told to pull my car into the shop ( that is apparently what you are supposed to do , but the big signs pointing you that way are for some reason kept inside the garage , so you do n't see them drving up , and they purposely block the front pull - up that all other Sear's use ) ."
ewtb.r.325741.3:5,@ablodgett,in,,Location,,They picked my car up |in| Yarmouth and towed to Bath for a great price .
ewtb.r.327766.4:9,@ablodgett,in,,Location,,"I loved my stay here and if ever back |in| the area , I will be staying here again ."
ewtb.r.329692.6:13,@ablodgett,in,,Location,,"There were 2 in our group , and a 3rd person was also |in| the parking lot waiting for this class ."
ewtb.r.329692.6:3,@ablodgett,in,,Superset,,"There were 2 |in| our group , and a 3rd person was also in the parking lot waiting for this class ."
ewtb.r.329692.9:0,@ablodgett,In,,Circumstance,,"|In| today 's instant world , there 's no reason for the instructor not to even have given us a phone call or e-mail if she was going to be late ."
ewtb.r.330966.3:3,@ablodgett,in,,Location,,"I have stayed |in| this hotel many times , and while it typically offers a decent bang for the buck , its client base largely consists of troubled youngsteers and evictees from the local , not so pleasant hood ."
ewtb.r.331662.5:7,@ablodgett,in,,Location,,"They always ask if you have meat |in| your dish , ( for vegetarians like me ) , they scrub an area of the grill and use separate utensils to cook ."
ewtb.r.332105.1:11,@ablodgett,in,,Location,,My wife and I avoided doing some fairly simple electrical re-wiring |in| our home for several years due to overall hassle and cost involved .
ewtb.r.336285.2:12,@ablodgett,in,,Topic,,"If you want the best for your child , do n't hesitate |in| visiting this wornderful school ."
ewtb.r.341397.2:5,@ablodgett,in,,Duration,,they fixed my garage doors |in| literally less than an hour .
ewtb.r.342807.3:22,@ablodgett,in,,?Location,,"So huge in fact , that Toronto slang is influenced by and has Jamaican references , and Jamaican beef patties are staples |in| my high school cafeteria ."
ewtb.r.342811.12:11,@ablodgett,in,,Location,,"When we called the front desk about an extremely boisterous crowd |in| the hall outside our door quite late at night , it seemed to take the hotel staff quite a while to quiet them down ."
ewtb.r.342811.6:4,@ablodgett,in,,?Location,,"There were 3 adults |in| our room but towels for only 2 , no linens for sofa bed ."
ewtb.r.342811.8:8,@ablodgett,in,,?Location,,A package and some wedding cards were left |in| our first room .
ewtb.r.346074.1:8,@ablodgett,in,,Location,,Did a great job of removing my tree |in| Conyers .
ewtb.r.351058.4:37,@ablodgett,in,,Manner,,"i had to call back up there two hours later and the lady ( who claimed to be a manager ) said my food was on the way , and she did nt offer to compensate me |in| any kind of way ."
ewtb.r.351561.10:2,@ablodgett,in,,Location,,Call dominos |in| your town .
ewtb.r.351840.2:15,@ablodgett,in,,Activity,,We 've only had one urgent issue to deal with and they were very prompt |in| their response .
ewtb.r.354336.2:22,@ablodgett,in,,?Location,,"This French born , French trained chef and his creative partners offer a taste fresh , locally sourced , fabulously prepared food |in| the most unlikely of locations ."
ewtb.r.360698.3:15,@ablodgett,in,,Location,,"And , I can say , this was one of my favorite places to eat |in| all of Richmond ."
ewtb.r.361545.4:20,@ablodgett,in,,Direction,,"I availed myself of the wash 'n fold service , taking just about a year 's worth of dirty clothes |in| and getting back neatly folded , clean clothes in clear plastic bags ( I 'd originally brought them in , in six large yellow garbage bags ) ."
ewtb.r.361545.4:29,@ablodgett,in,,Location,,"I availed myself of the wash 'n fold service , taking just about a year 's worth of dirty clothes in and getting back neatly folded , clean clothes |in| clear plastic bags ( I 'd originally brought them in , in six large yellow garbage bags ) ."
ewtb.r.361545.4:39,@ablodgett,in,,Direction,,"I availed myself of the wash 'n fold service , taking just about a year 's worth of dirty clothes in and getting back neatly folded , clean clothes in clear plastic bags ( I 'd originally brought them |in| , in six large yellow garbage bags ) ."
