sent ID,token,v1,v2 Scene Role,v2 Prep Function,gov,note,
ewtb.r.207629.3:33,are,`a,,,,,"I 've read some of the reviews below and would like to state that yes , like any other doctor s office there is sometimes a wait ( depending on what other patients |are| being seen for ) and some of the tests and procedures that are ran can be costly ( just like they would be for any other medical tests elsewhere if you do not have insurance ) ..."
ewtb.r.207629.3:46,are,`a,,,,,"I 've read some of the reviews below and would like to state that yes , like any other doctor s office there is sometimes a wait ( depending on what other patients are being seen for ) and some of the tests and procedures that |are| ran can be costly ( just like they would be for any other medical tests elsewhere if you do not have insurance ) ..."
ewtb.r.210066.11:10,are,`a,,,,,"Either these people do n't know anything about what they |are| renting , or worse - they are bait and switching ."
ewtb.r.210066.11:17,are,`a,,,,,"Either these people do n't know anything about what they are renting , or worse - they |are| bait and switching ."
ewtb.r.211797.11:5,are,`a,,,,,"Whatever type of operation they |are| running , I 'm not interested and if you 're smart , you wo n't be either ."
ewtb.r.211797.9:26,are,`a,,,,,"They either : a ) do n't want to give it to me because they do n't want me purchasing the dress elsewhere or b ) |are| recreating the dresses themselves ( ie STEALING other designers ' dress designs and "" filling the orders "" by their own seamstresses ) ."
ewtb.r.220214.9:17,are,`a,,,,,"Anyhow , after reading some of the other reviews it seems like some of the other reviewers |are| expecting mircles ."
ewtb.r.231203.6:33,are,`a,,,,,"However , the bartenders / waitresses definately need to be re-trained ( if they ever had any to begin with ) and learn two things : only chat with customers when other customers |are| not impatiently waiting and to look around more often to see if people are waiting ."
ewtb.r.231203.6:47,are,`a,,,,,"However , the bartenders / waitresses definately need to be re-trained ( if they ever had any to begin with ) and learn two things : only chat with customers when other customers are not impatiently waiting and to look around more often to see if people |are| waiting ."
ewtb.r.247226.9:6,are,`a,,,,,Beware of the nail program you |are| not taught to use a nail drill AT ALL you learn the old fashioned way of doing nails you will not be able to do well in a salon !!!
ewtb.r.260640.3:10,are,`a,,,,,She basically said if the children getting off the bus |are| n't paying to enter her building she was going to let them wander around the streets .
ewtb.r.260640.5:18,are,`a,,,,,"With all the child predators out there , a busy road , cars speeding by ...... and you |are| going to let some 4 / 5 year olds wonder around cause you 're money hungry ?"
ewtb.r.262441.1:48,are,`a,,,,,"I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we |are| now using PJC as our electrical maintenance contractor ."
ewtb.r.266676.2:31,Are,`a,,,,,"Thanks For The Prompt Service And Great Job You And Your Boys Have Done On Our New Solar System , The Panels On The Roof Look Great And The Power We |Are| Putting Back In To The Grid Is Great , Great Job Thanks"
ewtb.r.272836.4:9,are,`a,,,,,It 's really cool that so many local businesses |are| found so quickly in one place and I want to spread the word .
ewtb.r.288163.7:5,are,`a,,,,,Walking in the door you |are| made to feel happy and relaxed .
ewtb.r.290594.8:26,are,`a,,,,,"It sounds ( according to your own statement ) that they had a roomful of dogs , so they must be doing something right - and |are| keeping those dogs safe from potential problems ."
ewtb.r.294081.13:28,ARE,`a,,,,,"THE MANAGER CAME OVER AND SAID HE WAS SORRY AND GAVE A NEW BATCH OF WINGS , HE SAID WE CA NT REALLY DO ANYTHING BECAUSE THE DOORS |ARE| ALWAYS OPENING AND CLOSING ."
ewtb.r.295288.3:5,are,`a,,,,,They certainly know what they |are| doing .
ewtb.r.299148.5:18,are,`a,,,,,If you are in town and need that kind of space I say stay here but if you |are| looking for a little more upscale affair do n't let the pictures fool you and book somewhere else .
ewtb.r.314024.2:3,are,`a,,,,,"Great meats that |are| already cooked , easy to take home for dinner ."
ewtb.r.315763.5:3,are,`a,,,,,"Although the apartments |are| facing Stokes Street and close to the Bascom Light Rail , the location is surprisingly quiet ."
ewtb.r.331662.9:1,are,`a,,,,,"Meats |are| kept VERY cold , seafood smells fresh and the serving bar is VERY clean ."
ewtb.r.351727.2:14,are,`a,,,,,"This place is identical to the Youngstown Sports Grille , so I imagine they |are| owned / operated by the same people ."
ewtb.r.363685.23:3,are,`a,,,,,All these rules |are| posted in the rooms . )
ewtb.r.374604.2:11,are,`a,,,,,If the animals are treated in the same way the customers |are| treated then this leaves a lot to be desired !
ewtb.r.374604.2:3,are,`a,,,,,If the animals |are| treated in the same way the customers are treated then this leaves a lot to be desired !
ewtb.r.381455.1:0,Are,`a,,,,,|Are| you kidding me ?
ewtb.r.391012.4:19,are,`a,,,,,They pride themselves on being an event and team building company for corporate clients but you better believe they |are| going to mark you up on that feel good premise .
ewtb.r.391012.6:6,are,`a,,,,,The craziest part is that they |are| n't even based locally at the city I 'm in - they just have ' teams ' in areas through the country .
ewtb.r.391012.7:6,are,`a,,,,,I 've spoken to vendors who |are| used by them who had nothing good to say about the company as well and in fact were afraid to quote events against them even though they openly admitted that they felt Canadian Outback was pricing their entertainment out of the market and doing more to hurt their business than help them .
ewtb.r.053248.18:11,are supposed to,`a,,,,,"Service was average , but nothing special , and restaurants that |are| |supposed| |to| be excellent should do a better job of training their waitstaff to be communicative and friendly , not merely capable ."
ewtb.r.319816.4:33,are supposed to,`a,,,,,"I waited about 20 minutes in the store part before anyone was able to assist me and was then told to pull my car into the shop ( that is apparently what you |are| |supposed| |to| do , but the big signs pointing you that way are for some reason kept inside the garage , so you do n't see them drving up , and they purposely block the front pull - up that all other Sear's use ) ."
ewtb.r.006970.4:12,be,`a,,,,,I called the next morning to let then know my wife would |be| driving in .
ewtb.r.009775.2:4,be,`a,,,,,The smokehouse ca n't |be| beat anywhere .
ewtb.r.018562.8:8,be,`a,,,,,Both my grandparents looked as natural as could |be| expected .
ewtb.r.026883.12:51,be,`a,,,,,"After complaining on September 10th to National Home Furnishings , Boyles , the Hickory Furniture Mart and Home Delivery Service the latter finally called me back and said they would be up to pick the dresser and chest of drawers at some future point and at some later point it would |be| professional repaired and at some later point it would be returned ."
ewtb.r.026883.12:61,be,`a,,,,,"After complaining on September 10th to National Home Furnishings , Boyles , the Hickory Furniture Mart and Home Delivery Service the latter finally called me back and said they would be up to pick the dresser and chest of drawers at some future point and at some later point it would be professional repaired and at some later point it would |be| returned ."
ewtb.r.026883.7:17,be,`a,,,,,I was later told they had been left at the warehouse and some future date they would |be| delivered .
ewtb.r.031113.3:23,be,`a,,,,,"The pizza is usually pretty good , the only bad one we got was on a Friday night and it just needed to |be| cooked a little more , but it was still good ."
ewtb.r.036133.10:26,be,`a,,,,,He also neglected to tell the other person working at the store about a dining room table that I had ordered and that was supposed to |be| coming in .
ewtb.r.041925.2:2,be,`a,,,,,I will |be| calling tropics for my companie s next event !
ewtb.r.048644.4:10,be,`a,,,,,"The food is amazing , and the prices can not |be| beat ."
ewtb.r.062167.5:8,be,`a,,,,,Little did I know that I would soon |be| needing her help as well !
ewtb.r.063690.5:2,be,`a,,,,,i 'll |be| coming back for years to come !
ewtb.r.071518.4:13,be,`a,,,,,Eagle Transmission determined that much of the work the dealer said needed to |be| done was unneccesary and what needed to be fixed was only $ 400 !!
ewtb.r.071518.4:21,be,`a,,,,,Eagle Transmission determined that much of the work the dealer said needed to be done was unneccesary and what needed to |be| fixed was only $ 400 !!
ewtb.r.077298.3:24,be,`a,,,,,"I normally do n't write reviews but seeing that I considered Dillards a distinguished , upscale place to shop , this one wo n't |be| getting my business , nor my family 's , nor my co-workers ."
ewtb.r.103609.2:3,be,`a,,,,,"What more can |be| said : "" Burch 's Karate is the GREATEST ! """
ewtb.r.117115.10:12,be,`a,,,,,"Lo and behold , they replaced the screen ( which had to |be| ordered ) yesterday and did n't charge me a dime ."
ewtb.r.117115.9:41,be,`a,,,,,"I called Home - Excel the next day to order a replacement screen for the window , and was happily surprised when they said that they were n't even going to charge me for the replacement screen ... that it would |be| covered under their guarentee ."
ewtb.r.121556.10:3,be,`a,,,,,You will not |be| disappointed !!!!!!
ewtb.r.125629.2:4,be,`a,,,,,And they seem to |be| posted at fairly regular intervals ?
ewtb.r.127252.6:19,be,`a,,,,,"Already I 'm considering future projects , and I can assure you that for my printing needs I will |be| choosing no other than Atlanta Paperback Book Printing ."
ewtb.r.128168.11:4,be,`a,,,,,"None of us will |be| using their services again , which is a shame ."
ewtb.r.131458.3:11,be,`a,,,,,Tina is the driving force of the business and you can |be| assured that she will endevour to satisfy all your signage requirements at the most cost effective rates .
ewtb.r.133981.3:14,be,`a,,,,,"Our bathroom fan , one electric outlet and 2 leaky sinks have yet to |be| fixed ."
ewtb.r.135010.6:11,be,`a,,,,,The arancini di riso ( risotto fritters ) are not to |be| missed .
ewtb.r.148971.9:11,be,`a,,,,,A Health Care Proxy is not written in stone and can |be| changed .
ewtb.r.165018.3:13,be,`a,,,,,First room had used tissues next to the bed and I requested it |be| rectified .
ewtb.r.165018.7:20,be,`a,,,,,There was not one ounce of caring involved and anyone I can warn about the complete lack of service will |be| warned .
ewtb.r.170650.11:9,be,`a,,,,,The ability to smile and eat again can only |be| described as a whole new lease on life .
ewtb.r.187266.4:12,be,`a,,,,,She was dead on -- this restaurant was wonderful --- do not |be| put off by the one negative review on this page .
ewtb.r.188461.2:10,be,`a,,,,,"The statement about "" best hamburguers in town "" can |be| even amplifiaed to "" best hamburguers in world "" Totally worth , juicy , big , fresh , and excellent customer service !"
ewtb.r.188548.11:3,be,`a,,,,,I will not |be| visiting Mama Mia 's again .
ewtb.r.200957.5:3,be,`a,,,,,This woman should |be| working in supercuts ... if that .
ewtb.r.214912.4:3,be,`a,,,,,Your children will |be| taken care of and loved by a professional staff .
ewtb.r.216456.5:6,be,`a,,,,,They said that we were to |be| charged for this room regardless because we did not cancel within the 72 hours .
ewtb.r.217747.4:5,be,`a,,,,,"You company and services will |be| recommended by us to everyone . """
ewtb.r.220214.3:18,be,`a,,,,,"They also do n't tell you that they 're going to mail you an "" application "" to |be| admitted to be a patient ."
ewtb.r.220214.5:3,be,`a,,,,,Usually you can |be| seen the same week or maybe the following week .
ewtb.r.229142.4:2,be,`a,,,,,I will |be| using Bridies again .
ewtb.r.231203.6:9,be,`a,,,,,"However , the bartenders / waitresses definately need to |be| re-trained ( if they ever had any to begin with ) and learn two things : only chat with customers when other customers are not impatiently waiting and to look around more often to see if people are waiting ."
ewtb.r.236648.2:21,be,`a,,,,,Walked in and was out ta there in 10 mins with a really good deal i thought i was going to |be| paying a lot because i had a DUI but with my DUI and Sr - 22 they were able to get me the best deal out there .
ewtb.r.239035.7:5,be,`a,,,,,I promise you will not |be| disappointed !
ewtb.r.247097.3:16,be,`a,,,,,"Before treatment , my food cravings were "" out of control "" which caused me to |be| stressed out ."
ewtb.r.248616.1:9,be,`a,,,,,Took a laptop in for a video cable to |be| replaced .
ewtb.r.249123.2:3,be,`a,,,,,"Employees seemed to |be| having a good time chatting and laughing with each other , while myself and other customers were completely ignored ."
ewtb.r.257296.3:6,be,`a,,,,,The comment below definitely needs to |be| retracted !
ewtb.r.278775.10:4,be,`a,,,,,"Finally , it must |be| said that Stuart is a fantastic person to work with , because of his solid strategies and equally as importantly because he is a genuinely good person and a great communicator ."
ewtb.r.290594.8:20,be,`a,,,,,"It sounds ( according to your own statement ) that they had a roomful of dogs , so they must |be| doing something right - and are keeping those dogs safe from potential problems ."
